"Id","QLink","QuestionStatus","label_question_phase","label_question_phase_2nd","label_background_type","label_background_type_2nd"
49201932,"https://stackoverflow.com/questions/49201932","no-accepted-answer","MT","MF","DOC","DOC"
38944238,"https://stackoverflow.com/questions/38944238","accepted","MD","others","DOC","DOC"
40192420,"https://stackoverflow.com/questions/40192420","no-accepted-answer","MF","others","ML","ML DOC"
40194389,"https://stackoverflow.com/questions/40194389","no-accepted-answer","MD","others","DOC","DOC"
40722413,"https://stackoverflow.com/questions/40722413","accepted usersolved","DP","ME","DOC","DOC"
47356764,"https://stackoverflow.com/questions/47356764","no-accepted-answer","DP","MF","DOC","DOC"
47403407,"https://stackoverflow.com/questions/47403407","no-accepted-answer","MD","MD","DOC","DOC"
47896698,"https://stackoverflow.com/questions/47896698","accepted usersolved","MT","MT","DOC","DOC"
48192441,"https://stackoverflow.com/questions/48192441","accepted usersolved","MD","ME","DOC","DOC"
48332318,"https://stackoverflow.com/questions/48332318","no-accepted-answer","MD","ME","DOC","DOC"
